user_id,artist_id,song_id,play_count,listening_time,device_type,album_id,timestamp,is_liked,is_skipped
4451,14,678,19,28,Mobile,36,2025-04-05 17:46:11.523517,True,True
3089,11,136,25,55,Desktop,27,2024-09-28 17:46:11.523521,True,False
1939,15,384,25,55,Mobile,38,2025-02-17 17:46:11.523525,False,False
4280,31,718,23,55,Mobile,80,2025-08-08 17:46:11.523529,False,True
1172,16,410,25,55,Mobile,40,2025-08-09 17:46:11.523533,False,False
4986,40,510,15,23,Desktop,101,2025-07-23 17:46:11.523537,False,False
372,40,562,25,55,Mobile,101,2024-10-20 17:46:11.523541,False,False
4129,1,292,25,46,Desktop,5,2024-11-30 17:46:11.523546,False,False
981,5,88,25,85,Desktop,13,2024-11-24 17:46:11.523550,False,True
707,15,121,5,21,Desktop,38,2025-04-30 17:46:11.523554,True,True
4459,24,749,16,55,Desktop,63,2025-06-07 17:46:11.523558,False,True
954,33,160,25,55,Mobile,85,2024-08-27 17:46:11.523562,False,True
3732,4,248,25,34,Desktop,11,2024-12-18 17:46:11.523566,False,True
528,29,419,25,55,Mobile,78,2025-04-15 17:46:11.523571,False,True
2039,18,483,28,42,Mobile,46,2025-01-23 17:46:11.523575,True,False
2485,29,364,29,91,Desktop,76,2025-08-04 17:46:11.523580,False,False
2088,37,116,25,56,Desktop,94,2024-08-31 17:46:11.523587,False,False
1697,11,200,25,63,Tablet,28,2025-03-24 17:46:11.523727,False,True
2223,14,1,17,55,Desktop,37,2024-09-30 17:46:11.523864,False,True
4190,37,380,2,87,Desktop,94,2025-05-29 17:46:11.523976,True,False
2560,28,129,25,71,Desktop,74,2025-02-09 17:46:11.523982,False,False
4455,32,684,25,55,Mobile,81,2025-02-27 17:46:11.524031,True,True
168,11,136,25,55,Mobile,27,2024-12-20 17:46:11.524036,False,True
593,24,221,13,55,Desktop,66,2025-04-29 17:46:11.524043,False,True
2544,12,120,25,12,Tablet,30,2025-04-05 17:46:11.524238,False,True
4745,21,125,27,39,Mobile,56,2025-03-01 17:46:11.524423,False,False
614,18,450,25,55,Mobile,46,2025-05-20 17:46:11.524429,True,False
815,39,13,25,27,Desktop,99,2025-05-24 17:46:11.524433,True,True
3452,40,83,30,55,Desktop,102,2024-09-20 17:46:11.524438,False,True
967,15,97,25,55,Mobile,38,2025-05-11 17:46:11.524442,True,False
2217,9,362,25,86,Desktop,22,2025-01-13 17:46:11.524446,True,True
174,31,308,25,21,Mobile,80,2024-09-22 17:46:11.524450,False,True
1937,22,148,27,68,Mobile,57,2024-10-13 17:46:11.524454,True,True
2856,14,399,25,88,Tablet,36,2024-09-17 17:46:11.524458,True,True
2514,2,592,25,90,Tablet,6,2025-01-12 17:46:11.524462,False,True
2641,29,336,25,71,Desktop,77,2024-09-09 17:46:11.524466,False,False
446,11,600,25,87,Mobile,28,2024-08-14 17:46:11.524471,True,True
4748,14,166,45,55,Mobile,37,2024-12-02 17:46:11.524475,True,False
2601,9,245,27,55,Desktop,22,2024-11-30 17:46:11.524479,False,False
4737,32,687,14,55,Mobile,83,2025-06-20 17:46:11.524483,False,False
4009,17,302,9,100,Tablet,44,2024-11-26 17:46:11.524487,True,False
4925,24,396,25,55,Mobile,65,2024-12-18 17:46:11.524492,True,True
3603,7,549,25,55,Mobile,20,2024-11-06 17:46:11.524495,True,False
2653,34,426,25,54,Desktop,86,2025-07-08 17:46:11.524499,True,True
1714,33,371,25,33,Mobile,85,2025-02-23 17:46:11.524503,True,True
3300,32,359,25,55,Desktop,83,2025-05-06 17:46:11.524507,False,False
2830,27,219,25,34,Desktop,71,2025-01-06 17:46:11.524513,True,False
2571,2,661,48,29,Tablet,6,2025-07-13 17:46:11.524517,True,False
1320,22,138,25,25,Desktop,60,2025-07-16 17:46:11.524521,True,False
608,9,61,8,55,Mobile,23,2025-02-19 17:46:11.524525,False,False
1127,6,259,25,94,Desktop,19,2025-04-02 17:46:11.524529,True,True
4828,15,230,25,11,Tablet,38,2025-06-04 17:46:11.524545,False,False
1379,24,763,33,55,Mobile,63,2025-03-31 17:46:11.524550,False,False
3690,19,603,25,47,Mobile,51,2025-08-05 17:46:11.524554,False,True
1669,19,740,25,18,Tablet,51,2025-07-19 17:46:11.524559,False,True
647,4,360,25,55,Desktop,11,2025-03-15 17:46:11.524562,True,True
4130,2,760,25,28,Mobile,6,2024-12-12 17:46:11.524566,False,True
4644,11,200,25,55,Mobile,28,2024-09-04 17:46:11.524571,False,False
2590,4,9,25,84,Desktop,12,2025-07-05 17:46:11.524575,False,True
982,22,448,25,41,Mobile,59,2024-11-03 17:46:11.524579,True,False
1765,24,194,25,55,Tablet,66,2025-01-15 17:46:11.524584,True,True
3342,32,687,43,55,Mobile,83,2025-06-26 17:46:11.524587,True,False
693,31,591,25,55,Desktop,80,2025-03-23 17:46:11.524591,True,True
1236,6,345,45,42,Mobile,18,2025-03-17 17:46:11.524596,True,True
4942,3,331,25,37,Desktop,7,2025-05-09 17:46:11.524600,True,False
2950,27,187,47,55,Mobile,71,2024-10-18 17:46:11.524605,True,False
1596,9,180,25,80,Desktop,23,2025-06-12 17:46:11.524609,False,True
2727,3,444,38,55,Mobile,7,2025-06-11 17:46:11.524613,False,False
232,29,458,25,43,Tablet,75,2024-08-21 17:46:11.524618,False,True
701,27,219,25,55,Desktop,71,2025-01-24 17:46:11.524622,True,False
1958,18,369,25,55,Desktop,47,2024-08-15 17:46:11.524626,False,False
246,37,501,25,45,Tablet,95,2025-08-05 17:46:11.524630,False,False
3835,2,702,25,55,Desktop,6,2025-06-03 17:46:11.524634,False,True
4454,29,458,25,80,Tablet,75,2025-04-19 17:46:11.524638,False,False
389,12,313,25,55,Tablet,30,2024-10-21 17:46:11.524642,True,True
534,1,304,22,55,Desktop,1,2025-05-08 17:46:11.524646,False,False
2705,35,390,27,55,Desktop,89,2025-02-24 17:46:11.524650,True,True
1971,28,388,40,55,Desktop,74,2025-04-22 17:46:11.524654,True,True
3812,12,775,23,28,Desktop,30,2025-06-11 17:46:11.524657,False,True
1290,21,363,25,100,Desktop,56,2025-02-03 17:46:11.524661,False,True
1725,27,467,38,55,Mobile,73,2025-06-14 17:46:11.524665,False,True
2845,17,496,25,28,Tablet,44,2025-02-20 17:46:11.524669,True,True
209,21,716,34,46,Desktop,55,2025-03-23 17:46:11.524673,False,False
1357,15,690,25,55,Mobile,38,2024-08-20 17:46:11.524677,True,False
3069,20,210,25,14,Mobile,54,2024-08-17 17:46:11.524681,False,False
1601,8,473,25,88,Mobile,21,2024-09-21 17:46:11.524686,True,True
2077,10,391,25,55,Tablet,24,2024-10-24 17:46:11.524691,False,False
3841,39,13,25,55,Mobile,99,2025-05-21 17:46:11.524694,False,False
74,12,778,25,55,Desktop,29,2025-04-13 17:46:11.524699,False,True
2576,17,496,25,55,Tablet,44,2025-03-05 17:46:11.524703,True,False
3359,17,414,25,55,Desktop,44,2024-09-01 17:46:11.524707,False,False
1958,15,149,19,42,Desktop,38,2025-08-02 17:46:11.524710,True,True
2712,5,623,30,55,Mobile,15,2025-02-10 17:46:11.524714,False,True
2522,26,721,25,24,Desktop,70,2025-01-19 17:46:11.524718,False,False
1010,31,531,49,55,Mobile,80,2024-12-23 17:46:11.524722,True,False
2570,35,171,40,67,Desktop,90,2025-04-18 17:46:11.524726,True,False
2872,40,709,25,55,Desktop,100,2025-04-19 17:46:11.524730,True,False
3049,27,508,25,45,Mobile,72,2025-03-28 17:46:11.524734,True,True
2778,23,367,25,55,Tablet,61,2024-09-29 17:46:11.524738,True,True
2136,7,431,25,55,Tablet,20,2024-10-12 17:46:11.524742,True,False
4006,20,210,25,24,Mobile,54,2025-04-25 17:46:11.524746,True,False
4725,8,418,33,55,Mobile,21,2024-09-24 17:46:11.524751,False,False
447,21,774,25,25,Desktop,55,2024-09-27 17:46:11.524755,False,True
4206,5,20,25,45,Desktop,14,2025-07-25 17:46:11.524759,False,False
157,20,210,25,55,Mobile,54,2025-03-01 17:46:11.524764,True,False
940,20,772,25,55,Mobile,52,2025-02-06 17:46:11.524768,False,True
3689,6,405,5,17,Tablet,17,2024-11-03 17:46:11.524773,True,False
3847,21,24,5,55,Mobile,56,2024-10-30 17:46:11.524777,False,True
4066,5,584,33,57,Mobile,15,2025-01-28 17:46:11.524781,False,False
4577,14,429,25,55,Mobile,37,2025-06-26 17:46:11.524786,True,True
1284,31,169,40,82,Mobile,80,2025-06-07 17:46:11.524790,False,True
2542,12,572,25,59,Desktop,30,2025-01-02 17:46:11.524794,True,True
2850,21,716,38,42,Mobile,55,2025-05-21 17:46:11.524798,False,True
2339,2,328,25,67,Desktop,6,2025-05-20 17:46:11.524802,False,False
4373,38,232,25,83,Mobile,96,2025-07-25 17:46:11.524806,True,False
1645,35,15,5,55,Tablet,89,2024-11-16 17:46:11.524810,False,False
3261,2,607,50,55,Mobile,6,2025-03-06 17:46:11.524814,False,False
1687,23,446,25,61,Desktop,61,2025-04-25 17:46:11.524817,True,False
2817,39,343,25,55,Mobile,99,2025-05-25 17:46:11.524821,False,False
2304,26,631,25,55,Desktop,70,2024-11-08 17:46:11.524825,True,False
2241,7,265,12,55,Desktop,20,2024-12-11 17:46:11.524829,False,True
95,18,564,25,31,Desktop,45,2024-12-08 17:46:11.524834,False,True
2163,19,670,25,48,Desktop,48,2024-10-07 17:46:11.524839,True,False
1234,30,546,26,55,Desktop,79,2024-09-03 17:46:11.524843,False,False
761,40,626,25,38,Tablet,102,2024-11-08 17:46:11.524848,False,True
4989,34,260,3,55,Desktop,86,2024-11-02 17:46:11.524852,False,False
2204,4,248,25,11,Mobile,11,2025-01-15 17:46:11.524856,True,False
4940,34,378,38,11,Desktop,86,2025-03-10 17:46:11.524860,False,False
299,21,298,30,55,Mobile,55,2024-09-25 17:46:11.524864,True,True
2548,29,364,25,45,Tablet,76,2025-05-12 17:46:11.524868,True,False
3829,12,788,25,55,Tablet,29,2025-07-02 17:46:11.524872,False,True
1243,8,747,23,55,Mobile,21,2025-03-13 17:46:11.524875,False,True
1638,38,532,43,67,Tablet,98,2025-04-11 17:46:11.524880,True,False
3933,1,504,25,55,Mobile,5,2025-07-10 17:46:11.524962,False,False
3434,32,359,25,55,Desktop,83,2025-02-09 17:46:11.524967,False,True
1331,5,408,25,55,Tablet,13,2024-09-03 17:46:11.524971,True,False
4294,13,643,15,55,Mobile,34,2024-12-24 17:46:11.524988,True,True
1837,11,600,17,12,Tablet,28,2025-01-20 17:46:11.524993,False,True
1281,14,1,25,36,Mobile,37,2025-04-24 17:46:11.524997,True,True
1739,5,29,25,40,Desktop,15,2025-08-09 17:46:11.525001,False,False
3130,31,743,25,55,Mobile,80,2024-11-11 17:46:11.525005,False,False
3450,16,53,25,55,Mobile,41,2025-04-04 17:46:11.525010,True,False
658,17,255,25,55,Desktop,44,2025-03-16 17:46:11.525014,True,False
201,4,755,6,55,Mobile,10,2025-05-07 17:46:11.525019,True,False
4795,10,742,25,55,Desktop,25,2025-05-19 17:46:11.525024,False,True
3524,28,587,25,63,Tablet,74,2025-05-15 17:46:11.525029,True,True
1362,20,223,25,50,Desktop,54,2024-09-17 17:46:11.525033,True,True
3252,17,71,25,55,Mobile,44,2025-01-22 17:46:11.525037,False,False
4582,37,708,24,47,Desktop,94,2024-12-01 17:46:11.525042,True,False
1701,1,271,25,55,Mobile,4,2024-12-20 17:46:11.525046,True,False
778,38,182,25,55,Mobile,96,2024-08-29 17:46:11.525050,True,False
129,28,526,25,55,Tablet,74,2025-07-25 17:46:11.525054,False,False
4437,37,116,25,55,Desktop,94,2025-05-19 17:46:11.525059,False,True
1857,24,218,25,54,Desktop,64,2025-05-15 17:46:11.525063,True,True
3231,6,259,25,48,Desktop,19,2025-07-10 17:46:11.525068,False,True
1336,12,76,10,52,Desktop,29,2025-01-10 17:46:11.525072,False,True
4014,10,52,25,55,Desktop,24,2025-07-05 17:46:11.525076,False,False
3078,17,525,25,14,Mobile,44,2024-12-18 17:46:11.525080,False,True
3326,3,597,25,49,Mobile,7,2025-06-06 17:46:11.525084,False,False
4780,13,680,27,55,Desktop,32,2025-07-15 17:46:11.525089,True,True
2255,25,250,25,29,Tablet,67,2025-02-18 17:46:11.525094,True,False
1765,7,265,25,78,Tablet,20,2025-01-11 17:46:11.525097,True,False
1584,30,485,25,55,Mobile,79,2024-12-20 17:46:11.525102,True,True
767,22,138,49,55,Desktop,60,2025-08-08 17:46:11.525107,True,False
232,3,54,25,42,Tablet,7,2025-06-07 17:46:11.525111,False,True
4753,14,40,25,55,Tablet,36,2025-04-08 17:46:11.525116,True,False
4309,15,149,25,55,Desktop,38,2025-01-11 17:46:11.525120,True,True
3950,2,656,14,58,Mobile,6,2024-11-23 17:46:11.525124,True,False
666,23,541,5,55,Mobile,61,2024-10-04 17:46:11.525128,False,True
4001,19,433,25,55,Mobile,51,2025-02-12 17:46:11.525133,True,False
4786,2,22,25,43,Mobile,6,2024-11-12 17:46:11.525137,False,True
3293,19,87,25,83,Desktop,51,2025-05-19 17:46:11.525142,False,True
3172,33,794,10,55,Desktop,85,2025-07-11 17:46:11.525146,False,True
3553,22,465,33,55,Mobile,59,2025-06-14 17:46:11.525151,False,False
1763,6,405,19,55,Desktop,17,2025-02-23 17:46:11.525155,False,False
145,2,592,36,55,Mobile,6,2025-04-29 17:46:11.525159,True,True
2857,3,21,25,50,Mobile,7,2024-08-19 17:46:11.525164,True,False
4006,36,714,25,55,Mobile,93,2025-06-16 17:46:11.525168,False,True
4282,4,432,25,49,Desktop,9,2025-02-15 17:46:11.525172,False,True
3200,26,75,26,55,Desktop,70,2024-09-24 17:46:11.525176,True,False
4114,2,460,25,98,Tablet,6,2025-07-24 17:46:11.525180,False,False
3516,17,340,25,55,Desktop,44,2024-09-04 17:46:11.525184,True,True
2043,3,51,25,55,Mobile,7,2025-02-20 17:46:11.525190,False,False
3069,24,218,41,42,Mobile,64,2025-05-14 17:46:11.525194,True,False
4237,4,733,25,55,Mobile,9,2024-09-29 17:46:11.525199,True,False
4199,34,260,25,55,Mobile,86,2025-08-05 17:46:11.525204,False,False
734,31,308,25,22,Tablet,80,2025-04-22 17:46:11.525208,True,True
935,30,251,46,49,Mobile,79,2025-01-04 17:46:11.525213,False,True
4455,28,608,25,55,Mobile,74,2025-01-26 17:46:11.525217,True,False
4243,16,123,17,31,Tablet,40,2024-12-03 17:46:11.525221,False,False
2294,5,88,25,55,Mobile,13,2024-08-28 17:46:11.525226,True,True
1789,34,80,25,89,Desktop,86,2025-03-01 17:46:11.525230,False,True
601,29,419,25,55,Desktop,78,2024-09-27 17:46:11.525235,True,True
64,31,686,29,86,Desktop,80,2025-02-28 17:46:11.525239,True,True
2430,1,106,25,73,Tablet,3,2024-08-28 17:46:11.525244,False,False
3417,40,203,47,74,Mobile,100,2025-01-04 17:46:11.525248,False,True
3428,14,429,50,68,Desktop,37,2025-04-22 17:46:11.525252,True,True
520,12,494,25,61,Mobile,30,2024-12-23 17:46:11.525257,False,False
482,20,223,25,18,Tablet,54,2025-01-07 17:46:11.525261,True,True
4714,32,58,38,95,Mobile,83,2025-01-24 17:46:11.525266,True,True
4011,35,481,25,64,Desktop,90,2025-03-31 17:46:11.525270,False,False
3430,3,186,4,84,Mobile,7,2025-07-11 17:46:11.525274,False,False
464,11,750,25,55,Mobile,27,2024-10-13 17:46:11.525280,False,False
1297,2,559,25,61,Mobile,6,2024-09-19 17:46:11.525285,True,False
255,24,221,25,55,Tablet,66,2024-12-19 17:46:11.525289,True,False
1332,33,59,25,55,Desktop,85,2025-02-23 17:46:11.525293,True,False
4424,31,308,25,78,Tablet,80,2025-05-23 17:46:11.525298,False,True
3327,28,388,25,46,Desktop,74,2025-02-11 17:46:11.525303,False,False
4466,37,699,8,55,Mobile,95,2025-02-05 17:46:11.525307,True,True
1794,34,738,25,55,Desktop,86,2025-07-21 17:46:11.525311,True,True
1725,18,495,5,97,Mobile,45,2025-05-06 17:46:11.525315,True,False
1917,37,768,25,55,Desktop,94,2025-06-14 17:46:11.525323,False,True
3403,21,679,25,55,Desktop,56,2025-07-06 17:46:11.525327,True,False
3783,35,627,25,55,Mobile,87,2025-03-31 17:46:11.525331,False,False
2669,9,499,26,14,Mobile,23,2025-05-18 17:46:11.525335,True,False
2114,10,197,25,15,Desktop,25,2024-09-17 17:46:11.525340,True,True
4222,11,112,25,55,Mobile,28,2024-12-05 17:46:11.525344,False,True
729,10,102,38,92,Desktop,25,2024-08-13 17:46:11.525348,False,True
1178,17,525,14,55,Desktop,44,2025-01-19 17:46:11.525352,False,True
4348,1,242,11,55,Mobile,1,2025-07-25 17:46:11.525356,True,False
2003,3,628,47,55,Tablet,7,2024-08-23 17:46:11.525360,False,True
4640,12,81,25,56,Mobile,30,2024-11-14 17:46:11.525366,False,False
1584,27,89,25,36,Mobile,72,2025-03-01 17:46:11.525370,False,False
3754,13,654,25,76,Mobile,35,2025-07-12 17:46:11.525375,True,False
2786,24,799,22,55,Desktop,65,2025-05-10 17:46:11.525379,False,True
2328,17,340,25,36,Desktop,44,2024-08-11 17:46:11.525383,False,True
1758,12,617,25,55,Mobile,29,2025-01-20 17:46:11.525387,True,True
1495,3,739,25,55,Mobile,7,2025-06-05 17:46:11.525391,True,True
2153,16,657,25,55,Tablet,39,2025-06-12 17:46:11.525395,False,True
1314,26,231,16,97,Mobile,70,2025-06-30 17:46:11.525400,False,True
4763,8,329,25,54,Mobile,21,2025-01-12 17:46:11.525415,True,True
4455,11,299,25,55,Mobile,26,2025-03-14 17:46:11.525419,False,True
4073,16,18,25,55,Tablet,40,2024-12-11 17:46:11.525423,False,False
1033,8,731,25,55,Tablet,21,2025-03-08 17:46:11.525428,True,False
4550,31,126,25,55,Desktop,80,2025-03-04 17:46:11.525432,True,False
1006,40,612,13,38,Desktop,103,2024-09-12 17:46:11.525437,False,False
76,26,196,25,47,Mobile,70,2024-12-23 17:46:11.525441,False,True
1821,22,297,25,15,Mobile,58,2025-05-15 17:46:11.525446,True,True
1189,20,267,37,38,Tablet,52,2025-01-12 17:46:11.525450,False,False
3764,14,490,33,55,Mobile,37,2025-05-19 17:46:11.525454,False,False
1732,5,691,25,55,Mobile,13,2025-05-08 17:46:11.525459,False,True
3857,3,748,44,59,Desktop,7,2025-03-28 17:46:11.525465,True,False
1289,25,480,37,17,Desktop,68,2025-05-04 17:46:11.525470,True,True
2016,24,222,25,55,Tablet,63,2025-03-20 17:46:11.525474,False,False
1711,22,528,25,59,Mobile,60,2024-10-19 17:46:11.525478,True,True
354,2,92,25,55,Desktop,6,2025-08-07 17:46:11.525483,False,False
4949,21,679,25,55,Mobile,56,2025-07-18 17:46:11.525487,False,True
2977,5,393,31,18,Desktop,15,2025-05-23 17:46:11.525492,False,False
883,7,265,32,11,Desktop,20,2025-05-13 17:46:11.525497,True,True
794,32,498,25,27,Tablet,84,2025-02-01 17:46:11.525502,True,False
2022,38,236,25,55,Mobile,97,2025-03-08 17:46:11.525506,True,False
2288,22,602,25,55,Mobile,57,2025-07-27 17:46:11.525510,True,False
1864,30,386,25,55,Tablet,79,2025-06-30 17:46:11.525514,False,True
3527,12,81,25,81,Tablet,30,2025-07-09 17:46:11.525519,False,False
1890,21,487,25,55,Mobile,55,2024-10-20 17:46:11.525524,False,True
329,25,655,25,55,Desktop,67,2025-07-02 17:46:11.525530,False,True
4168,38,682,25,55,Mobile,97,2025-05-09 17:46:11.525535,True,False
2767,8,583,25,55,Tablet,21,2025-01-02 17:46:11.525540,False,False
1427,26,721,25,96,Tablet,70,2024-11-30 17:46:11.525548,True,False
3608,3,130,25,55,Desktop,7,2025-07-24 17:46:11.525552,False,False
1003,7,800,25,24,Desktop,20,2025-02-22 17:46:11.525557,False,False
3484,16,493,36,45,Mobile,43,2025-07-27 17:46:11.525561,True,False
3574,27,187,25,55,Mobile,71,2025-07-04 17:46:11.525565,True,False
4477,35,481,11,55,Desktop,90,2025-04-24 17:46:11.525569,True,False
74,22,770,25,55,Desktop,59,2024-11-17 17:46:11.525573,False,True
2743,38,682,14,55,Mobile,97,2025-01-12 17:46:11.525577,False,True
3555,28,522,25,55,Mobile,74,2024-11-13 17:46:11.525581,False,False
430,12,494,25,55,Mobile,30,2025-01-11 17:46:11.525585,False,False
233,8,321,25,55,Tablet,21,2025-04-20 17:46:11.525601,False,False
350,38,327,25,55,Mobile,98,2025-05-21 17:46:11.525605,False,False
4074,40,2,25,55,Desktop,103,2025-07-02 17:46:11.525609,True,False
3241,37,708,25,39,Mobile,94,2024-11-26 17:46:11.525613,True,False
1797,32,453,25,55,Mobile,82,2024-12-10 17:46:11.525618,True,False
1847,10,205,25,55,Desktop,24,2024-10-15 17:46:11.525622,False,True
3572,9,73,10,24,Mobile,23,2024-10-28 17:46:11.525627,False,False
3860,30,174,25,55,Desktop,79,2024-12-08 17:46:11.525631,True,True
1464,9,471,25,72,Tablet,23,2025-01-24 17:46:11.525635,True,True
2218,5,711,25,55,Tablet,14,2025-05-05 17:46:11.525640,False,True
3472,21,786,25,55,Desktop,56,2025-03-17 17:46:11.525644,True,True
4615,7,780,25,91,Desktop,20,2024-10-21 17:46:11.525648,True,False
3513,5,216,25,45,Desktop,15,2025-08-03 17:46:11.525654,False,True
723,37,622,25,20,Mobile,94,2025-04-29 17:46:11.525658,False,False
4335,22,602,25,55,Tablet,57,2025-07-17 17:46:11.525663,False,True
1010,28,370,25,55,Mobile,74,2025-01-05 17:46:11.525667,True,False
946,25,147,48,55,Desktop,67,2025-05-27 17:46:11.525671,True,False
4626,15,149,44,55,Mobile,38,2024-08-21 17:46:11.525675,False,False
2368,37,708,25,96,Desktop,94,2025-01-15 17:46:11.525680,True,False
2145,32,109,25,55,Mobile,83,2025-04-22 17:46:11.525684,False,True
4814,15,789,33,18,Desktop,38,2024-12-12 17:46:11.525688,True,True
2419,28,150,38,57,Tablet,74,2025-08-04 17:46:11.525692,True,True
4064,19,740,4,42,Desktop,51,2025-02-04 17:46:11.525697,True,True
2161,7,265,47,53,Tablet,20,2025-03-06 17:46:11.525701,False,False
3548,32,3,10,55,Mobile,82,2024-09-29 17:46:11.525706,False,True
4590,39,523,25,55,Mobile,99,2025-07-11 17:46:11.525710,True,False
4339,5,534,25,55,Mobile,14,2025-04-26 17:46:11.525716,True,True
3707,32,109,25,48,Mobile,83,2025-02-17 17:46:11.525721,True,True
4109,16,128,25,39,Desktop,41,2025-06-14 17:46:11.525726,True,False
3219,39,523,25,33,Desktop,99,2025-02-06 17:46:11.525730,True,True
1641,10,205,25,55,Tablet,24,2025-06-29 17:46:11.525735,False,False
1847,14,429,25,55,Desktop,37,2024-10-05 17:46:11.525740,True,False
4301,29,35,25,80,Mobile,76,2024-11-22 17:46:11.525744,False,True
1271,10,57,25,55,Mobile,24,2024-08-22 17:46:11.525748,False,True
3923,11,188,25,38,Desktop,28,2024-12-03 17:46:11.525752,False,True
4465,5,90,41,26,Desktop,15,2024-08-20 17:46:11.525760,False,True
2310,37,579,46,65,Tablet,94,2025-03-03 17:46:11.525764,False,False
25,4,326,43,68,Desktop,11,2025-06-21 17:46:11.525769,False,False
2625,20,261,25,55,Desktop,54,2024-09-01 17:46:11.525773,False,True
1274,26,75,28,47,Mobile,70,2024-12-12 17:46:11.525777,True,False
3632,32,359,25,91,Mobile,83,2024-10-30 17:46:11.525781,True,False
434,31,264,25,83,Tablet,80,2024-10-06 17:46:11.525785,False,False
1238,27,154,25,55,Desktop,73,2025-02-07 17:46:11.525789,False,True
4449,7,441,25,55,Mobile,20,2025-04-09 17:46:11.525793,False,True
2779,32,109,25,55,Mobile,83,2025-04-02 17:46:11.525798,True,True
689,16,146,25,55,Mobile,42,2025-04-19 17:46:11.525802,True,False
1807,25,673,25,55,Tablet,67,2025-04-09 17:46:11.525806,False,False
4943,18,341,34,55,Desktop,46,2024-09-21 17:46:11.525810,False,False
334,15,690,4,55,Mobile,38,2025-03-16 17:46:11.525814,False,False
2365,23,744,25,55,Mobile,61,2024-08-18 17:46:11.525818,True,False
1440,22,625,7,28,Mobile,57,2024-09-25 17:46:11.525822,False,True
696,37,768,32,21,Mobile,94,2025-02-24 17:46:11.525827,False,True
3195,34,158,25,67,Mobile,86,2025-08-09 17:46:11.525831,False,True
3321,9,213,25,55,Tablet,23,2025-05-05 17:46:11.525835,False,True
1881,31,743,40,55,Desktop,80,2024-11-12 17:46:11.525839,True,True
2765,5,403,25,55,Desktop,13,2025-08-06 17:46:11.525843,True,False
4441,14,490,25,40,Mobile,37,2025-03-23 17:46:11.525846,True,True
668,6,374,25,55,Mobile,17,2025-02-12 17:46:11.525850,True,True
